,total_time,fire_size
1687,162 days 23:30:00,18585.0
1688,183 days 22:30:00,65000.0
1689,176 days 18:00:00,27600.0
1690,4 days 01:20:00,3439.0
1691,34 days 18:25:00,26560.0
1692,11 days 23:30:00,1481.0
1693,0 days 04:00:00,6058.0
1694,9 days 04:30:00,4696.0
1695,0 days 15:57:00,24400.0
1696,1 days 03:30:00,1200.0
1697,26 days 09:48:00,4311.0
1698,0 days 22:00:00,3505.5
1699,4 days 07:59:00,2208.0
1700,0 days 09:00:00,26279.0
1701,63 days 23:59:00,34660.0
1702,3 days 03:13:00,1020.0
1703,61 days 02:10:00,16020.0
1704,43 days 11:00:00,3449.0
1705,8 days 00:52:00,1836.0
1706,2 days 01:45:00,1200.0
1707,0 days 01:50:00,2820.0
1708,6 days 02:00:00,3128.0
1709,5 days 06:15:00,1080.0
1710,13 days 15:05:00,8723.0
1711,3 days 05:00:00,1800.0
1712,6 days 03:00:00,3387.3
1713,12 days 23:21:00,10000.0
1714,1 days 21:21:00,8000.0
1715,77 days 13:35:00,1750.0
1716,4 days 02:00:00,1150.0
1717,5 days 00:02:00,3222.0
1718,8 days 23:13:00,17418.0
1719,15 days 06:30:00,7905.0
1720,18 days 01:37:00,119500.0
1721,12 days 01:12:00,1030.0
1722,70 days 18:20:00,16625.0
1723,0 days 00:46:00,17218.9
1724,92 days 08:30:00,29700.0
1725,114 days 09:45:00,17226.0
1726,18 days 12:15:00,4030.0
1727,64 days 16:23:00,1058.0
1728,80 days 00:10:00,3052.0
1729,0 days 21:12:00,1220.0
1730,99 days 15:40:00,2911.0
1731,37 days 13:43:00,29400.0
1732,13 days 21:55:00,1257.0
1733,12 days 02:05:00,1005.0
1734,12 days 02:51:00,5280.0
1735,7 days 02:30:00,1200.0
1736,59 days 21:34:00,4232.0
1737,18 days 04:30:00,8595.0
1738,86 days 16:45:00,3097.0
1739,86 days 22:00:00,5649.0
1740,86 days 22:02:00,4762.0
1741,15 days 21:20:00,2850.0
1742,0 days 05:15:00,1240.0
1743,1 days 06:00:00,4000.0
1744,1 days 02:30:00,3119.0
1745,0 days 21:30:00,2584.0
1746,1 days 06:00:00,1100.0
1747,0 days 16:40:00,1800.0
1748,0 days 12:38:00,2310.0
1749,0 days 09:20:00,1900.0
1750,1 days 13:59:00,158000.0
1751,0 days 05:00:00,27000.0
1752,0 days 13:30:00,1190.0
1753,0 days 06:15:00,2160.0
1754,2 days 07:30:00,5703.0
1755,0 days 00:00:00,1089.4
1756,3 days 00:30:00,5969.6
1757,0 days 06:00:00,3500.0
1758,0 days 10:00:00,1884.0
1759,0 days 06:00:00,1250.0
1760,0 days 15:00:00,1368.0
1761,0 days 08:25:00,1252.0
1762,3 days 22:10:00,1440.0
1763,3 days 06:05:00,1155.0
1764,1 days 05:30:00,1200.0
1765,3 days 00:45:00,2475.0
1766,0 days 06:30:00,1275.0
1767,0 days 03:30:00,1100.0
1768,0 days 11:11:00,1705.0
1769,0 days 17:59:00,1782.0
1770,0 days 17:10:00,1327.0
1771,1 days 04:00:00,1720.0
1772,0 days 22:30:00,1050.0
1773,3 days 04:00:00,4200.0
1774,0 days 09:00:00,11420.0
1775,0 days 20:30:00,3500.0
1776,4 days 02:30:00,2178.0
1777,2 days 15:00:00,6000.0
1778,0 days 07:15:00,1122.0
1779,0 days 04:15:00,1000.0
1780,2 days 02:09:00,3392.5
1781,2 days 02:36:00,2673.6
1782,3 days 04:52:00,1765.0
1783,4 days 04:33:00,1654.0
1784,6 days 04:00:00,4268.0
1785,4 days 07:15:00,7494.0
1786,2 days 04:00:00,1236.0
1787,4 days 00:39:00,33490.0
1788,2 days 22:53:00,1320.0
1789,39 days 21:55:00,118230.0
1790,2 days 06:22:00,1276.0
1791,3 days 05:23:00,1066.0
1792,1 days 05:51:00,1587.7
1793,4 days 04:30:00,3027.0
1794,12 days 04:30:00,6172.0
1795,2 days 17:00:00,6985.0
1796,2 days 17:00:00,4940.0
1797,2 days 17:00:00,3250.0
1798,0 days 22:53:00,1288.0
1799,2 days 18:43:00,1198.0
1800,12 days 05:41:00,15238.0
1801,12 days 05:41:00,3000.0
1802,0 days 19:43:00,1170.0
1803,1 days 20:09:00,1262.0
1804,1 days 05:15:00,1637.0
1805,5 days 05:19:00,2918.0
1806,3 days 03:44:00,2261.0
1807,2 days 14:33:00,2620.0
1808,22 days 01:00:00,3237.0
1809,14 days 04:52:00,5600.0
1810,17 days 23:40:00,1800.0
1811,17 days 04:55:00,1500.0
1812,0 days 08:50:00,1000.0
1813,1 days 03:39:00,7926.0
1814,1 days 04:10:00,2000.0
1815,1 days 09:14:00,7900.0
1816,0 days 08:00:00,2500.0
1817,1 days 00:25:00,1800.0
1818,1 days 22:44:00,3568.0
1819,0 days 13:39:00,4000.0
1820,0 days 16:00:00,2000.0
1821,0 days 04:59:00,1550.0
1822,11 days 03:23:00,1080.0
1823,2 days 00:45:00,4000.0
1824,5 days 00:02:00,3554.0
1825,2 days 00:50:00,1827.0
1826,0 days 07:25:00,4290.0
1827,4 days 04:08:00,7162.0
1828,0 days 04:04:00,2948.0
1829,0 days 01:22:00,1855.0
1830,6 days 02:00:00,10095.0
1831,0 days 06:35:00,1190.0
1832,0 days 03:09:00,1300.0
1833,0 days 07:20:00,2081.0
1834,0 days 11:19:00,1152.0
1835,0 days 07:56:00,2436.0
1836,5 days 16:00:00,60300.0
1837,2 days 07:28:00,1074.3
1838,3 days 05:59:00,2050.1
1839,4 days 07:30:00,1200.0
1840,0 days 04:00:00,1344.0
1841,22 days 02:15:00,7271.0
1842,0 days 08:20:00,4500.0
1843,3 days 07:00:00,2500.0
1844,28 days 04:30:00,8260.0
1845,10 days 03:00:00,2208.0
1846,1 days 01:45:00,1000.0
1847,1 days 03:30:00,2000.0
1848,1 days 00:12:00,1000.0
1849,3 days 06:15:00,2360.0
1850,1 days 18:30:00,1000.0
1851,1 days 09:47:00,4263.0
1852,9 days 04:32:00,4382.6
1853,2 days 07:00:00,1150.0
1854,0 days 05:00:00,1000.0
1855,1 days 21:58:00,2250.0
1856,0 days 11:50:00,2500.0
1857,0 days 07:32:00,1800.0
1858,2 days 07:47:00,6512.0
1859,0 days 18:45:00,2106.0
1860,0 days 03:39:00,4300.0
1861,2 days 06:30:00,1000.0
1862,2 days 01:30:00,1455.0
1863,5 days 07:10:00,1359.4
1864,0 days 04:00:00,3000.0
1865,3 days 00:00:00,2500.0
1866,4 days 02:10:00,10250.0
1867,3 days 02:40:00,6687.0
1868,0 days 10:30:00,1280.0
1869,0 days 10:10:00,1500.0
1870,2 days 06:00:00,8740.0
1871,4 days 23:40:00,1410.0
1872,81 days 17:09:00,48087.0
1873,32 days 00:23:00,3390.0
1874,66 days 00:01:00,25600.0
1875,79 days 16:36:00,3130.0
1876,24 days 15:19:00,2840.0
1877,49 days 08:01:00,4530.0
1878,76 days 17:44:00,4570.0
1879,7 days 21:22:00,1040.0
1880,59 days 13:50:00,35090.0
1881,45 days 17:52:00,2870.0
1882,8 days 05:47:00,23501.0
1883,14 days 00:40:00,11250.0
1884,90 days 18:02:00,36250.0
1885,11 days 18:49:00,5180.0
1886,14 days 03:36:00,1030.0
1887,10 days 07:23:00,1190.0
1888,94 days 00:10:00,47494.0
1889,65 days 19:32:00,2200.0
1890,86 days 23:49:00,21210.0
1891,48 days 19:32:00,26200.0
1892,57 days 17:00:00,2037.0
1893,45 days 02:08:00,16740.0
1894,53 days 22:17:00,2250.0
1895,41 days 16:45:00,28010.0
1896,56 days 05:05:00,10723.0
1897,57 days 20:12:00,215360.0
1898,40 days 15:20:00,1290.0
1899,54 days 15:17:00,20942.0
1900,33 days 07:00:00,7870.0
1901,53 days 23:16:00,5810.0
1902,48 days 17:45:00,7200.0
1903,53 days 19:07:00,5530.0
1904,54 days 08:05:00,4470.0
1905,52 days 22:24:00,3344.0
1906,17 days 09:36:00,11550.0
1907,31 days 01:08:00,3410.0
1908,52 days 14:21:00,4100.0
1909,30 days 04:18:00,4800.0
1910,23 days 05:36:00,3200.0
1911,29 days 07:38:00,3300.0
1912,27 days 01:30:00,82370.0
1913,27 days 18:29:00,2370.0
1914,49 days 17:55:00,5960.0
1915,4 days 02:22:00,1280.0
1916,27 days 21:34:00,1610.0
1917,39 days 00:30:00,6520.0
1918,37 days 06:33:00,8240.2
1919,20 days 05:46:00,12000.0
1920,43 days 04:45:00,6219.0
1921,22 days 20:10:00,2270.0
1922,19 days 03:26:00,14000.0
1923,32 days 21:32:00,5650.0
1924,38 days 02:20:00,16300.0
1925,38 days 01:04:00,1984.0
1926,17 days 06:16:00,1500.0
1927,26 days 23:17:00,1309.0
1928,18 days 15:40:00,1090.0
1929,4 days 02:33:00,1650.0
1930,10 days 08:15:00,1970.0
1931,16 days 21:03:00,2280.0
1932,16 days 21:19:00,1270.0
1933,38 days 21:15:00,3440.0
1934,100 days 17:42:00,43329.7
1935,37 days 18:47:00,3710.0
1936,23 days 13:07:00,3680.0
1937,24 days 05:40:00,1700.0
1938,24 days 03:45:00,4130.0
1939,112 days 01:29:00,22420.0
1940,86 days 04:02:00,8045.0
1941,74 days 02:12:00,13800.0
1942,59 days 00:58:00,2700.0
1943,45 days 21:40:00,30600.0
1944,41 days 17:32:00,1000.0
1945,26 days 00:50:00,4250.0
1946,32 days 22:12:00,9050.0
1947,32 days 19:01:00,2400.0
1948,32 days 19:10:00,1140.0
1949,28 days 06:15:00,1500.0
1950,3 days 01:28:00,1320.0
1951,27 days 18:07:00,1060.0
1952,58 days 21:10:00,6060.0
1953,91 days 17:23:00,2780.0
1954,32 days 01:32:00,8500.0
1955,19 days 07:04:00,14200.0
1956,3 days 04:16:00,1200.0
1957,6 days 04:04:00,5200.0
1958,72 days 23:20:00,4000.0
1959,90 days 00:51:00,66560.0
1960,8 days 04:44:00,37336.0
1961,9 days 01:08:00,12760.0
1962,6 days 19:28:00,17510.0
1963,8 days 05:04:00,2000.0
1964,8 days 20:15:00,6710.0
1965,43 days 19:58:00,10331.0
1966,93 days 20:57:00,39116.0
1967,88 days 15:15:00,48600.0
1968,20 days 20:41:00,4200.0
1969,97 days 21:28:00,25433.0
1970,64 days 03:49:00,5630.0
1971,73 days 20:32:00,2230.0
1972,20 days 22:52:00,1121.0
1973,24 days 21:40:00,1830.0
1974,97 days 10:49:00,59063.0
1975,19 days 18:18:00,1250.0
1976,50 days 00:31:00,4000.0
1977,19 days 16:39:00,4220.0
1978,85 days 16:33:00,34665.0
1979,24 days 00:55:00,4690.0
1980,49 days 20:56:00,5800.0
1981,12 days 16:19:00,1120.0
1982,49 days 00:51:00,2650.0
1983,85 days 15:42:00,33490.0
1984,84 days 14:46:00,41410.0
1985,88 days 23:33:00,9680.0
1986,88 days 22:26:00,22665.9
1987,33 days 00:09:00,9300.0
1988,24 days 18:27:00,2600.0
1989,14 days 19:05:00,1070.0
1990,63 days 12:12:00,39660.0
1991,3 days 16:04:00,3250.0
1992,12 days 02:05:00,14100.0
1993,21 days 07:49:00,20700.0
1994,141 days 16:06:00,365871.0
1995,107 days 10:57:00,36400.0
1996,127 days 22:33:00,308120.0
1997,13 days 10:10:00,2500.0
1998,31 days 20:27:00,24185.0
1999,52 days 18:07:00,3060.0
2000,5 days 05:56:00,2450.0
2001,3 days 07:32:00,1000.0
2002,75 days 17:34:00,606945.0
2003,90 days 13:12:00,8640.0
2004,20 days 14:25:00,101820.0
2005,14 days 22:25:00,15500.0
2006,36 days 21:36:00,1405.0
2007,20 days 19:48:00,3000.0
2008,64 days 13:28:00,1360.0
2009,32 days 17:16:00,4220.0
2010,6 days 04:40:00,1115.0
2011,25 days 02:27:00,4395.0
2012,81 days 00:12:00,44050.0
2013,21 days 20:24:00,35490.0
2014,80 days 21:18:00,6860.0
2015,40 days 01:58:00,6430.0
2016,42 days 18:17:00,1230.0
2017,9 days 21:38:00,1000.0
2018,6 days 03:51:00,2470.0
2019,21 days 23:00:00,3283.0
2020,42 days 16:59:00,47300.0
2021,7 days 00:52:00,3200.0
2022,19 days 05:21:00,2468.0
2023,41 days 19:55:00,37900.0
2024,51 days 23:55:00,3070.0
2025,118 days 09:30:00,53720.0
2026,30 days 19:36:00,21800.0
2027,104 days 00:09:00,18720.0
2028,13 days 07:43:00,4380.0
2029,58 days 03:20:00,6891.0
2030,16 days 22:31:00,5803.0
2031,106 days 16:38:00,18521.0
2032,57 days 21:58:00,35874.0
2033,106 days 14:40:00,46956.0
2034,60 days 15:30:00,1734.0
2035,92 days 14:03:00,92010.0
2036,15 days 01:30:00,3876.0
2037,87 days 23:00:00,48759.0
2038,64 days 20:00:00,38174.0
2039,10 days 02:00:00,3747.0
2040,58 days 21:15:00,13214.0
2041,42 days 04:59:00,20100.0
2042,20 days 20:49:00,9421.0
2043,38 days 23:18:00,7736.0
2044,39 days 23:42:00,2400.0
2045,80 days 21:07:00,232828.0
2046,37 days 17:48:00,88345.0
2047,37 days 01:03:00,59239.0
2048,37 days 00:19:00,28634.0
2049,53 days 21:12:00,21643.0
2050,39 days 14:35:00,17986.0
2051,23 days 00:42:00,6183.0
2052,28 days 22:01:00,5763.0
2053,22 days 20:25:00,3132.0
2054,22 days 20:12:00,2140.0
2055,43 days 17:00:00,5184.0
2056,21 days 15:36:00,2061.0
2057,20 days 01:35:00,2698.0
2058,20 days 01:04:00,1333.0
2059,19 days 23:54:00,3348.0
2060,19 days 00:25:00,1640.0
2061,15 days 14:43:00,2342.0
2062,2 days 20:47:00,7406.6
2063,2 days 05:08:00,1125.0
2064,2 days 02:10:00,2152.5
2065,2 days 01:27:00,1183.0
2066,2 days 09:58:00,3759.0
2067,6 days 21:00:00,5034.0
2068,6 days 19:31:00,2872.0
2069,6 days 17:07:00,2461.0
2070,4 days 20:30:00,8682.0
2071,3 days 00:24:00,2834.0
2072,2 days 21:29:00,1751.0
2073,5 days 03:11:00,1289.0
2074,6 days 00:37:00,16816.0
2075,18 days 03:00:00,1350.0
2076,2 days 03:25:00,1411.0
2077,2 days 08:30:00,1780.0
2078,2 days 03:00:00,1000.0
2079,5 days 06:30:00,4824.0
2080,2 days 02:00:00,1497.0
2081,4 days 02:00:00,1668.0
2082,1 days 03:19:00,1410.0
2083,4 days 23:00:00,1053.0
2084,2 days 23:25:00,3887.0
2085,2 days 23:25:00,21276.0
2086,2 days 04:50:00,1932.0
2087,1 days 23:30:00,1470.0
2088,6 days 11:30:00,5000.0
2089,0 days 13:50:00,1200.0
2090,5 days 06:30:00,9380.0
2091,6 days 05:30:00,5471.0
2092,3 days 10:00:00,6445.0
2093,2 days 04:50:00,3800.0
2094,1 days 04:45:00,2000.0
2095,3 days 07:45:00,1400.0
2096,2 days 01:29:00,6000.0
2097,2 days 14:50:00,1730.0
2098,3 days 06:30:00,6185.0
2099,2 days 04:30:00,1200.0
2100,8 days 00:15:00,3297.0
2101,1 days 04:30:00,1013.0
2102,2 days 20:28:00,1800.0
2103,0 days 20:00:00,1285.0
2104,1 days 23:30:00,1300.0
2105,4 days 22:04:00,3408.0
2106,5 days 23:00:00,15980.0
2107,2 days 07:15:00,2400.0
2108,0 days 19:30:00,1000.0
2109,2 days 04:15:00,1350.0
2110,1 days 03:08:00,1625.0
2111,6 days 03:30:00,8000.0
2112,9 days 01:52:00,7530.0
2113,0 days 14:45:00,3000.0
2114,0 days 04:15:00,1000.0
2115,0 days 09:57:00,7100.0
2116,0 days 06:00:00,1800.0
2117,1 days 03:06:00,1513.0
2118,0 days 05:30:00,1560.0
2119,0 days 05:24:00,16000.0
2120,0 days 03:15:00,2260.0
2121,3 days 06:08:00,6000.0
2122,0 days 03:10:00,3000.0
2123,3 days 06:27:00,3380.0
2124,0 days 04:19:00,1200.0
2125,0 days 04:19:00,3100.0
2126,0 days 07:42:00,1120.0
2127,2 days 06:00:00,2426.0
2128,0 days 05:00:00,2505.0
2129,2 days 06:35:00,3429.0
2130,3 days 09:03:00,48851.0
2131,1 days 04:00:00,2100.0
2132,0 days 06:59:00,1205.0
2133,0 days 04:55:00,1820.0
2134,0 days 03:40:00,1000.0
2135,0 days 04:40:00,7495.0
2136,0 days 03:36:00,1100.0
2137,0 days 12:02:00,1837.0
2138,2 days 06:10:00,3212.0
2139,0 days 03:53:00,2000.0
2140,0 days 08:59:00,8845.0
2141,0 days 07:53:00,1430.0
2142,1 days 03:20:00,2000.0
2143,0 days 13:30:00,19839.0
2144,1 days 08:15:00,18340.0
2145,0 days 08:42:00,3100.0
2146,0 days 07:09:00,2220.0
2147,0 days 07:30:00,4000.0
2148,1 days 06:35:00,2690.0
2149,0 days 08:14:00,4500.0
2150,0 days 08:02:00,2880.0
2151,1 days 01:41:00,16820.0
2152,1 days 17:28:00,1590.0
2153,0 days 05:37:00,1800.0
2154,4 days 01:00:00,1600.0
2155,12 days 01:30:00,1300.0
2156,0 days 07:48:00,3500.0
2157,1 days 10:00:00,1200.0
2158,0 days 03:56:00,1100.0
2159,3 days 14:00:00,2700.0
2160,2 days 13:00:00,4000.0
2161,2 days 13:00:00,2300.0
2162,2 days 11:00:00,5600.0
2163,15 days 12:00:00,22080.0
2164,19 days 03:30:00,4479.0
2165,0 days 05:05:00,1000.0
2166,1 days 16:51:00,4380.0
2167,0 days 06:00:00,1225.0
2168,0 days 06:10:00,3500.0
2169,0 days 20:15:00,47000.0
2170,0 days 20:12:00,7485.0
2171,4 days 00:00:00,1096.0
2172,6 days 03:56:00,24800.0
2173,0 days 11:00:00,2500.0
2174,0 days 03:10:00,10416.0
2175,0 days 10:50:00,1944.0
2176,5 days 03:30:00,5745.0
2177,0 days 05:20:00,7000.0
2178,3 days 03:00:00,1137.0
2179,7 days 18:35:00,12613.0
2180,0 days 20:11:00,1187.0
2181,2 days 01:35:00,4200.0
2182,3 days 02:25:00,2880.0
2183,1 days 05:03:00,1100.0
2184,1 days 04:13:00,2400.0
2185,1 days 03:00:00,8360.0
2186,11 days 06:34:00,24387.0
2187,1 days 04:20:00,2160.0
2188,3 days 02:30:00,1012.0
2189,3 days 13:20:00,2047.0
2190,5 days 02:00:00,9497.0
2191,0 days 03:59:00,2990.0
2192,1 days 22:44:00,2036.0
2193,1 days 06:00:00,1648.0
2194,0 days 10:54:00,1300.0
2195,2 days 03:53:00,4591.0
2196,1 days 01:12:00,1335.0
2197,1 days 02:14:00,1650.0
2198,3 days 16:30:00,1985.0
2199,4 days 20:53:00,9410.0
2200,0 days 00:24:00,1402.0
2201,5 days 09:45:00,1220.0
2202,1 days 19:17:00,1250.0
2203,0 days 08:13:00,1780.0
2204,2 days 05:58:00,7150.0
2205,3 days 17:42:00,12395.0
2206,3 days 06:47:00,1141.0
2207,1 days 05:16:00,1230.0
2208,0 days 20:58:00,4000.0
2209,2 days 04:03:00,2103.0
2210,0 days 09:59:00,1373.0
2211,0 days 07:19:00,1243.0
2212,2 days 23:36:00,6000.0
2213,1 days 06:30:00,1106.0
2214,3 days 02:16:00,3600.0
2215,3 days 03:54:00,3880.0
2216,4 days 05:20:00,1000.0
2217,2 days 04:30:00,1250.0
2218,6 days 00:39:00,6600.0
2219,29 days 00:22:00,2000.0
2220,1 days 00:18:00,1200.0
2221,3 days 06:24:00,10000.0
2222,0 days 05:09:00,4820.0
2223,1 days 07:53:00,5021.0
2224,13 days 10:26:00,10857.0
2225,13 days 09:22:00,1572.0
2226,5 days 05:30:00,7700.0
2227,13 days 02:34:00,2590.0
2228,2 days 03:15:00,2928.0
2229,1 days 21:13:00,2580.0
2230,2 days 01:02:00,3500.0
2231,6 days 08:10:00,40000.0
2232,3 days 01:30:00,1550.0
2233,2 days 02:08:00,2570.0
2234,2 days 00:03:00,1025.0
2235,1 days 22:58:00,1034.0
2236,4 days 03:00:00,6000.0
2237,5 days 07:00:00,1000.0
2238,3 days 03:43:00,2540.0
2239,2 days 05:30:00,12410.0
2240,1 days 19:05:00,2400.0
2241,2 days 21:03:00,9600.0
2242,2 days 02:00:00,3940.0
2243,4 days 04:07:00,1798.0
2244,2 days 06:25:00,1800.0
2245,4 days 02:40:00,1150.0
2246,3 days 03:51:00,1300.0
2247,1 days 23:38:00,1069.0
2248,2 days 01:05:00,2000.0
2249,6 days 03:00:00,13775.0
2250,3 days 02:30:00,1384.0
2251,6 days 08:49:00,1600.0
2252,14 days 07:00:00,2115.0
2253,4 days 02:10:00,3625.0
2254,6 days 03:30:00,5580.0
2255,39 days 05:56:00,4600.0
2256,6 days 06:52:00,2152.0
2257,6 days 05:40:00,1770.0
2258,6 days 03:22:00,1379.0
2259,5 days 22:00:00,2148.0
2260,4 days 04:31:00,3848.0
2261,5 days 04:30:00,1087.0
2262,3 days 04:18:00,1631.0
2263,14 days 23:10:00,2607.0
2264,0 days 05:00:00,1120.0
2265,0 days 07:54:00,1230.0
2266,0 days 20:50:00,1190.0
2267,1 days 17:05:00,9507.0
2268,3 days 04:25:00,2007.0
2269,0 days 05:44:00,1691.0
2270,10 days 02:02:00,20000.0
2271,3 days 15:24:00,12677.0
2272,0 days 07:07:00,1545.0
2273,2 days 13:30:00,1227.0
2274,0 days 10:00:00,2806.0
2275,0 days 05:56:00,1711.0
2276,0 days 05:50:00,1896.0
2277,1 days 15:17:00,2889.0
2278,1 days 21:55:00,3430.0
2279,1 days 13:06:00,3308.0
2280,1 days 13:06:00,1375.0
2281,0 days 04:09:00,1090.0
2282,0 days 23:14:00,8045.0
2283,0 days 11:04:00,1195.0
2284,0 days 11:58:00,6237.0
2285,1 days 01:33:00,3842.0
2286,0 days 05:23:00,2392.0
2287,1 days 04:38:00,2426.0
2288,0 days 06:09:00,1383.0
2289,4 days 00:35:00,30237.0
2290,4 days 00:29:00,2632.0
2291,1 days 00:41:00,11622.0
2292,2 days 22:26:00,64193.0
2293,2 days 22:26:00,13456.0
2294,2 days 22:00:00,4312.0
2295,1 days 22:29:00,3140.0
2296,2 days 20:29:00,1605.0
2297,4 days 10:02:00,15234.0
2298,0 days 16:22:00,1583.0
2299,1 days 02:00:00,1660.0
2300,0 days 21:40:00,2221.0
2301,2 days 10:47:00,6698.0
2302,0 days 17:44:00,2522.0
2303,0 days 21:46:00,1264.0
2304,1 days 06:58:00,1038.0
2305,2 days 04:12:00,9164.0
2306,1 days 03:02:00,24608.0
2307,1 days 04:11:00,1747.0
2308,1 days 19:58:00,22374.0
2309,1 days 01:02:00,2297.0
2310,0 days 07:24:00,1339.0
2311,1 days 00:16:00,1953.0
2312,0 days 16:53:00,2806.0
2313,0 days 08:43:00,1735.0
2314,0 days 15:30:00,2805.0
2315,0 days 04:06:00,1496.0
2316,1 days 07:32:00,18165.0
2317,1 days 02:00:00,1000.0
2318,0 days 20:47:00,5552.0
2319,1 days 01:39:00,4000.0
2320,0 days 05:00:00,2385.0
2321,1 days 01:43:00,9748.0
2322,0 days 19:50:00,2700.0
2323,1 days 13:43:00,2960.0
2324,1 days 21:42:00,2552.0
2325,1 days 11:32:00,1062.0
2326,1 days 03:49:00,3100.0
2327,0 days 14:06:00,1226.0
2328,1 days 00:43:00,1006.0
2329,2 days 02:09:00,25315.0
2330,2 days 03:20:00,5834.0
2331,1 days 15:13:00,1965.0
2332,1 days 15:13:00,4004.0
2333,0 days 15:17:00,23024.0
2334,0 days 22:30:00,5756.0
2335,0 days 21:08:00,1754.0
2336,2 days 02:28:00,1095.0
2337,1 days 14:15:00,1108.0
2338,1 days 06:10:00,2400.0
2339,1 days 16:25:00,1823.0
2340,0 days 11:45:00,1310.0
2341,2 days 05:33:00,9207.0
2342,1 days 06:59:00,1047.0
2343,2 days 23:06:00,2965.0
2344,1 days 18:10:00,1341.0
2345,1 days 11:00:00,2607.0
2346,1 days 03:59:00,1096.0
2347,2 days 07:20:00,2513.0
2348,2 days 07:20:00,6455.0
2349,1 days 19:30:00,1149.0
2350,3 days 23:46:00,2684.0
2351,1 days 02:12:00,4652.0
2352,1 days 22:55:00,5026.0
2353,0 days 18:44:00,1284.0
2354,1 days 03:55:00,2109.0
2355,1 days 06:10:00,6908.0
2356,3 days 02:38:00,7502.0
2357,3 days 16:34:00,35041.0
2358,0 days 14:05:00,4802.0
2359,0 days 06:00:00,5111.0
2360,0 days 06:00:00,1729.4
2361,0 days 06:00:00,8199.5
2362,0 days 06:00:00,13091.4
2363,0 days 06:00:00,1852.8
2364,1 days 21:45:00,2930.0
2365,5 days 21:00:00,12265.0
2366,6 days 04:36:00,7000.0
2367,0 days 16:45:00,1920.0
2368,2 days 10:55:00,21470.0
2369,1 days 05:42:00,13940.0
2370,12 days 02:50:00,31395.0
2371,2 days 15:00:00,3123.0
2372,4 days 07:08:00,39562.0
2373,2 days 23:30:00,2272.0
2374,2 days 05:42:00,5415.0
2375,0 days 16:04:00,7080.0
2376,0 days 07:03:00,1668.2
2377,0 days 22:48:00,2484.0
2378,1 days 06:22:00,21433.0
2379,4 days 04:28:00,5946.0
2380,2 days 23:49:00,2190.0
2381,1 days 02:38:00,1132.0
2382,1 days 06:20:00,1500.0
2383,0 days 05:23:00,1280.0
2384,1 days 00:16:00,4291.0
2385,0 days 18:47:00,1920.0
2386,0 days 23:47:00,3980.0
2387,1 days 21:34:00,1100.0
2388,1 days 22:30:00,1420.0
2389,1 days 17:00:00,1911.0
2390,0 days 03:30:00,1200.0
2391,0 days 23:00:00,2000.0
2392,2 days 01:38:00,12107.0
2393,4 days 22:43:00,1360.0
2394,2 days 08:25:00,3124.0
2395,5 days 21:30:00,206202.6
2396,2 days 01:54:00,2224.0
2397,0 days 04:24:00,4000.0
2398,1 days 19:15:00,5600.0
2399,2 days 06:23:00,1005.0
2400,0 days 20:42:00,2218.0
2401,1 days 07:05:00,2655.0
2402,2 days 03:50:00,22989.3
2403,2 days 05:47:00,3737.0
2404,2 days 08:06:00,3337.2
2405,4 days 01:02:00,12606.5
2406,3 days 08:35:00,9918.0
2407,3 days 06:58:00,8594.5
2408,5 days 03:00:00,49364.0
2409,3 days 16:00:00,132208.0
2410,1 days 21:11:00,2226.0
2411,2 days 02:55:00,1429.0
2412,1 days 19:35:00,23006.5
2413,1 days 01:42:00,2490.0
2414,1 days 16:00:00,1175.0
2415,1 days 05:00:00,1672.0
2416,1 days 03:35:00,1942.0
2417,0 days 19:30:00,1103.0
2418,1 days 23:57:00,2720.0
2419,3 days 22:04:00,149250.0
2420,3 days 22:52:00,25039.0
2421,3 days 09:17:00,9819.0
2422,4 days 09:17:00,19225.0
2423,3 days 09:01:00,1000.0
2424,3 days 05:09:00,2079.0
2425,1 days 01:54:00,1865.0
2426,0 days 23:18:00,3500.0
2427,1 days 22:30:00,3643.0
2428,0 days 05:56:00,2648.0
2429,1 days 05:45:00,1177.0
2430,0 days 22:26:00,20500.0
2431,0 days 21:50:00,1307.0
2432,0 days 21:20:00,5478.0
2433,1 days 05:30:00,1334.0
2434,2 days 00:30:00,2616.0
2435,2 days 02:00:00,1324.8
2436,6 days 23:38:00,178459.0
2437,5 days 07:00:00,19818.0
2438,2 days 02:39:00,1171.0
2439,3 days 04:42:00,12986.0
2440,6 days 10:13:00,11320.0
2441,2 days 00:00:00,1000.0
2442,1 days 04:46:00,10201.0
2443,0 days 04:41:00,3310.0
2444,10 days 04:05:00,16261.0
2445,1 days 21:30:00,1797.0
2446,1 days 19:20:00,1521.0
2447,1 days 02:33:00,1478.0
2448,1 days 06:43:00,2596.7
2449,0 days 23:49:00,1043.5
2450,1 days 02:09:00,7186.8
2451,0 days 22:59:00,1684.8
2452,0 days 19:25:00,2599.7
2453,2 days 18:30:00,2395.4
2454,0 days 16:58:00,1139.5
2455,0 days 07:38:00,16266.3
2456,1 days 03:00:00,1526.8
2457,0 days 07:31:00,1330.2
2458,1 days 10:54:00,3709.1
2459,3 days 20:34:00,1610.1
2460,1 days 03:00:00,4897.3
2461,0 days 05:40:00,1037.9
2462,11 days 01:55:00,1220.0
2463,0 days 06:45:00,1200.0
