,total_time,fire_size
7154,31 days 06:30:00,3660.0
7155,72 days 15:01:00,5221.0
7156,49 days 06:27:00,48626.0
7157,88 days 23:30:00,15569.0
7158,61 days 20:00:00,1800.0
7159,74 days 14:25:00,2592.0
7160,44 days 14:58:00,2325.0
7161,77 days 14:38:00,1205.0
7162,77 days 13:50:00,8708.0
7163,61 days 21:00:00,43577.0
7164,53 days 20:14:00,1050.0
7165,95 days 15:19:00,3250.0
7166,81 days 21:00:00,23700.0
7167,1 days 13:30:00,3317.1
7168,63 days 23:16:00,8189.0
7169,9 days 12:00:00,8333.51
7170,0 days 21:18:00,2200.0
7171,117 days 22:30:00,10517.0
7172,12 days 07:00:00,4905.41
7173,85 days 19:00:00,98115.0
7174,1 days 01:30:00,1000.0
7175,1 days 19:15:00,9882.0
7176,12 days 09:00:00,2300.0
7177,34 days 00:00:00,29730.0
7178,0 days 23:13:00,1084.0
7179,3 days 19:30:00,4300.0
7180,34 days 02:00:00,56471.0
7181,4 days 03:05:00,1043.0
7182,8 days 05:00:00,7685.0
7183,21 days 14:00:00,87275.0
7184,19 days 08:05:00,1100.0
7185,24 days 03:21:00,4142.0
7186,0 days 05:50:00,1400.0
7187,107 days 21:03:00,24931.0
7188,122 days 22:23:00,45877.0
7189,0 days 04:15:00,1150.0
7190,33 days 01:38:00,8716.0
7191,6 days 00:30:00,1682.0
7192,4 days 03:15:00,18300.0
7193,3 days 08:39:00,7049.0
7194,4 days 06:30:00,12015.0
7195,9 days 04:10:00,7474.0
7196,18 days 00:25:00,2546.0
7197,16 days 16:35:00,1958.0
7198,55 days 22:00:00,40000.0
7199,12 days 07:55:00,7287.0
7200,36 days 06:40:00,16240.0
7201,6 days 01:39:00,2300.0
7202,15 days 23:37:00,5220.0
7203,51 days 05:35:00,17618.0
7204,11 days 04:40:00,2860.0
7205,0 days 20:06:00,1952.0
7206,34 days 18:27:00,11936.0
7207,0 days 17:58:00,5305.0
7208,80 days 04:47:00,146832.0
7209,13 days 21:12:00,6146.0
7210,46 days 18:35:00,3373.0
7211,121 days 01:00:00,65220.0
7212,60 days 18:22:00,29950.0
7213,93 days 03:22:00,6493.0
7214,13 days 04:05:00,1153.0
7215,9 days 07:42:00,2222.0
7216,23 days 02:52:00,8061.0
7217,43 days 06:52:00,2170.0
7218,37 days 12:30:00,48986.0
7219,0 days 00:52:00,2801.0
7220,46 days 06:33:00,16010.0
7221,0 days 00:15:00,2103.0
7222,12 days 00:45:00,1077.0
7223,1 days 22:22:00,52008.0
7224,88 days 21:56:00,181948.0
7225,7 days 17:35:00,1320.0
7226,97 days 21:45:00,275960.0
7227,67 days 01:17:00,7863.0
7228,13 days 01:25:00,1405.0
7229,17 days 19:13:00,88909.0
7230,1 days 17:23:00,5441.0
7231,11 days 22:26:00,11822.04
7232,6 days 00:57:00,1015.04
7233,17 days 06:30:00,12046.0
7234,2 days 02:30:00,3177.0
7235,8 days 04:52:00,2004.0
7236,40 days 03:46:00,4200.0
7237,57 days 05:00:00,22283.0
7238,59 days 11:15:00,41983.0
7239,25 days 22:17:00,29502.0
7240,4 days 00:42:00,1667.0
7241,88 days 10:08:00,75431.0
7242,16 days 02:08:00,1707.0
7243,7 days 05:49:00,1452.0
7244,8 days 01:00:00,1688.0
7245,28 days 07:53:00,46011.0
7246,22 days 19:20:00,4047.0
7247,15 days 23:01:00,1150.0
7248,38 days 08:08:00,26795.0
7249,42 days 01:26:00,92977.0
7250,46 days 02:25:00,20296.0
7251,48 days 20:24:00,6481.0
7252,11 days 06:49:00,1341.0
7253,76 days 19:40:00,73582.0
7254,48 days 00:31:00,1100.0
7255,53 days 04:30:00,6169.0
7256,6 days 19:01:00,1192.0
7257,43 days 07:32:00,1502.0
7258,43 days 05:30:00,14164.11
7259,37 days 21:48:00,2018.0
7260,34 days 19:14:00,43874.0
7261,36 days 10:14:00,7378.0
7262,34 days 16:49:00,19314.0
7263,34 days 01:19:00,2779.0
7264,43 days 06:56:00,1905.0
7265,43 days 00:30:00,1402.0
7266,30 days 21:05:00,1193.0
7267,34 days 10:52:00,7548.0
7268,34 days 18:28:00,5962.0
7269,51 days 00:40:00,1752.0
7270,3 days 04:15:00,1600.0
7271,9 days 20:14:00,2614.0
7272,153 days 05:00:00,34936.0
7273,1 days 00:35:00,1356.0
7274,18 days 15:51:00,11381.0
7275,16 days 14:56:00,15454.0
7276,18 days 15:51:00,7351.0
7277,32 days 04:30:00,1200.0
7278,13 days 04:11:00,3717.0
7279,4 days 23:00:00,1435.0
7280,20 days 02:30:00,21331.0
7281,0 days 13:20:00,1212.0
7282,2 days 02:10:00,1126.0
7283,0 days 20:25:00,1625.0
7284,29 days 16:12:00,3894.1
7285,32 days 17:48:00,49305.3
7286,6 days 01:10:00,12800.0
7287,31 days 17:53:00,1566.8
7288,13 days 13:00:00,10222.0
7289,72 days 23:36:00,9668.0
7290,53 days 00:50:00,15278.0
7291,2 days 10:43:00,4753.2
7292,5 days 17:05:00,1689.0
7293,40 days 01:17:00,3887.6
7294,28 days 00:58:00,1738.4
7295,11 days 02:47:00,6297.9
7296,13 days 02:42:00,3719.6
7297,75 days 19:34:00,22366.0
7298,49 days 17:10:00,24179.4
7299,144 days 13:33:00,47154.0
7300,53 days 20:37:00,7927.0
7301,14 days 01:46:00,18850.0
7302,8 days 00:19:00,3618.8
7303,8 days 00:14:00,2050.0
7304,2 days 03:01:00,2311.0
7305,13 days 01:30:00,2642.1
7306,8 days 22:01:00,3185.0
7307,6 days 22:00:00,16566.0
7308,12 days 23:23:00,4625.6
7309,7 days 01:44:00,4345.0
7310,20 days 03:52:00,34200.0
7311,2 days 19:40:00,2018.0
7312,8 days 01:01:00,2100.0
7313,5 days 04:17:00,1058.0
7314,45 days 06:47:00,2145.0
7315,6 days 02:11:00,1703.7
7316,26 days 10:00:00,1663.0
7317,1 days 03:22:00,1980.0
7318,20 days 04:42:00,1600.0
7319,32 days 00:35:00,2510.0
7320,51 days 03:04:00,7092.0
7321,35 days 01:11:00,18392.0
7322,7 days 02:20:00,10632.0
7323,4 days 05:04:00,2637.0
7324,4 days 05:00:00,1999.9
7325,26 days 04:59:00,12018.0
7326,2 days 01:30:00,3910.0
7327,3 days 22:10:00,2176.7
7328,7 days 02:00:00,7934.0
7329,4 days 04:06:00,1135.0
7330,5 days 01:51:00,4185.0
7331,1 days 03:00:00,2545.0
7332,3 days 04:59:00,1428.0
7333,16 days 03:54:00,12575.0
7334,371 days 14:15:00,17944.0
7335,7 days 04:37:00,4416.0
7336,91 days 15:30:00,28079.0
7337,2 days 03:13:00,1204.0
7338,8 days 02:15:00,1151.0
7339,6 days 21:58:00,61298.0
7340,70 days 17:19:00,315578.8
7341,16 days 19:12:00,3661.0
7342,21 days 08:20:00,27676.0
7343,46 days 06:35:00,9838.0
7344,2 days 19:46:00,2291.0
7345,164 days 23:21:00,1705.0
7346,21 days 01:50:00,1998.0
7347,4 days 22:25:00,1059.6
7348,19 days 03:44:00,5126.0
7349,5 days 22:09:00,1154.0
7350,15 days 06:16:00,13920.0
7351,12 days 19:13:00,5742.0
7352,32 days 01:45:00,10133.0
7353,4 days 04:30:00,8011.0
7354,1 days 01:00:00,1220.0
7355,10 days 03:00:00,2100.0
7356,53 days 17:30:00,2240.0
7357,1 days 05:04:00,14095.0
7358,0 days 04:48:00,1001.0
7359,1 days 22:10:00,8898.0
7360,0 days 02:29:00,1339.0
7361,0 days 00:00:00,1054.0
7362,10 days 01:56:00,48894.0
7363,3 days 17:45:00,2688.0
7364,2 days 17:14:00,3222.0
7365,1 days 06:04:00,1475.0
7366,10 days 17:59:00,3056.0
7367,4 days 05:10:00,1994.0
7368,7 days 02:34:00,3217.0
7369,1 days 18:01:00,6179.0
7370,2 days 03:47:00,29100.0
7371,0 days 21:53:00,2114.0
7372,3 days 22:59:00,12768.0
7373,1 days 01:57:00,2630.0
7374,1 days 03:56:00,1429.0
7375,1 days 02:24:00,1735.0
7376,1 days 00:01:00,6134.0
7377,0 days 19:41:00,7800.0
7378,4 days 00:35:00,8435.0
7379,18 days 03:48:00,23051.0
7380,7 days 03:00:00,16613.0
7381,3 days 05:00:00,1800.0
7382,8 days 04:11:00,210874.0
7383,1 days 19:39:00,3028.0
7384,1 days 07:29:00,6425.0
7385,2 days 16:19:00,1762.0
7386,29 days 13:45:00,2729.0
7387,3 days 03:49:00,1573.0
7388,0 days 16:00:00,1000.0
7389,0 days 21:27:00,1295.0
7390,2 days 05:48:00,1210.0
7391,4 days 03:00:00,1029.0
7392,1 days 03:15:00,1736.0
7393,3 days 00:38:00,7935.0
7394,1 days 05:48:00,6558.0
7395,2 days 02:14:00,34507.0
7396,2 days 21:21:00,20784.0
7397,7 days 18:37:00,140954.0
7398,0 days 15:29:00,1900.0
7399,2 days 04:29:00,1888.0
7400,1 days 01:05:00,1720.0
7401,1 days 01:57:00,1777.0
7402,15 days 21:03:00,6500.0
7403,15 days 22:03:00,12000.0
7404,39 days 02:30:00,40084.8
7405,118 days 18:30:00,1382.0
7406,98 days 00:00:00,22045.0
7407,97 days 22:49:00,1540.0
7408,0 days 03:40:00,1000.0
7409,0 days 02:30:00,3789.0
7410,127 days 22:28:00,1851.0
7411,40 days 04:45:00,3143.0
7412,2 days 06:03:00,1742.0
7413,2 days 13:54:00,82127.0
7414,1 days 21:59:00,1500.0
7415,3 days 12:25:00,2000.0
7416,1 days 11:30:00,2000.0
7417,4 days 04:16:00,1933.0
7418,11 days 08:08:00,15341.0
7419,5 days 04:05:00,33318.0
7420,27 days 00:12:00,9864.2
7421,54 days 02:39:00,1212.0
7422,1 days 00:56:00,1624.2
7423,5 days 05:48:00,9709.0
7424,3 days 10:06:00,1696.0
7425,22 days 18:47:00,12160.0
7426,4 days 03:50:00,1583.0
7427,1 days 04:20:00,1526.0
7428,1 days 19:10:00,1000.0
7429,16 days 00:15:00,3290.0
7430,5 days 00:39:00,1046.0
7431,0 days 03:56:00,1400.0
7432,2 days 06:20:00,3300.0
7433,2 days 01:00:00,2800.0
7434,40 days 20:43:00,10924.0
7435,2 days 00:00:00,4805.0
7436,1 days 03:32:00,2034.0
7437,9 days 22:03:00,7568.0
7438,2 days 06:42:00,6169.0
7439,1 days 04:35:00,1348.6
7440,1 days 04:19:00,1917.0
7441,0 days 04:39:00,2365.0
7442,13 days 15:45:00,4024.0
7443,16 days 10:00:00,152261.1
7444,13 days 10:46:00,1362.0
7445,1 days 02:00:00,3315.9
7446,13 days 07:07:00,9016.0
7447,1 days 03:15:00,1008.0
7448,1 days 16:00:00,1116.3
7449,3 days 06:30:00,1805.8
7450,5 days 05:45:00,19247.1
7451,9 days 11:00:00,10473.0
7452,4 days 22:00:00,1231.0
7453,32 days 01:38:00,249562.0
7454,3 days 22:29:00,1740.0
7455,6 days 04:38:00,4150.0
7456,0 days 08:30:00,1760.0
7457,0 days 04:18:00,1268.0
7458,6 days 03:45:00,2575.0
7459,5 days 19:16:00,1279.7
7460,1 days 07:34:00,2282.1
7461,0 days 12:00:00,2464.0
7462,5 days 06:00:00,1122.0
7463,1 days 15:30:00,1701.0
7464,22 days 13:33:00,12091.0
7465,22 days 16:41:00,31503.0
7466,18 days 10:44:00,7403.0
7467,3 days 00:38:00,2533.0
7468,1 days 21:46:00,2178.0
7469,1 days 21:45:00,3589.0
7470,8 days 00:31:00,1191.0
7471,14 days 01:36:00,3461.0
7472,5 days 04:17:00,17200.0
7473,8 days 01:54:00,1076.0
7474,10 days 19:00:00,7153.0
7475,4 days 01:10:00,3871.5
7476,2 days 03:13:00,13149.2
7477,4 days 08:31:00,1435.0
7478,8 days 07:03:00,4597.0
7479,12 days 03:19:00,42780.0
7480,1 days 03:59:00,1015.0
7481,8 days 03:30:00,7589.5
7482,13 days 01:13:00,9560.0
7483,5 days 05:03:00,4297.0
7484,2 days 11:24:00,2679.6
7485,7 days 01:56:00,19323.0
7486,4 days 05:46:00,4635.0
7487,5 days 04:26:00,1815.0
7488,8 days 13:09:00,7300.0
7489,3 days 19:50:00,6057.0
7490,6 days 23:08:00,23680.0
7491,6 days 00:45:00,4246.0
7492,11 days 04:02:00,4117.0
7493,8 days 20:17:00,6270.0
7494,8 days 08:13:00,7238.0
7495,36 days 17:04:00,2800.0
7496,0 days 23:45:00,1008.7
7497,2 days 20:25:00,1086.0
7498,1 days 15:30:00,1628.0
7499,0 days 22:08:00,2250.0
7500,1 days 03:11:00,3038.5
7501,26 days 01:28:00,461047.0
7502,2 days 00:56:00,10720.6
7503,17 days 10:00:00,12469.0
7504,4 days 07:31:00,36847.0
7505,1 days 05:48:00,5458.1
7506,2 days 07:03:00,1003.6
7507,3 days 00:47:00,2478.0
7508,12 days 10:45:00,3001.0
7509,10 days 04:27:00,3000.0
7510,2 days 05:30:00,1500.0
7511,1 days 18:00:00,1066.0
7512,9 days 08:00:00,4058.0
7513,2 days 03:50:00,1350.0
7514,1 days 08:32:00,7722.0
7515,14 days 04:18:00,1680.0
7516,16 days 00:07:00,58501.0
7517,3 days 05:00:00,1772.0
7518,3 days 14:00:00,1652.0
7519,7 days 02:55:00,1218.3
7520,6 days 01:00:00,3500.0
7521,4 days 04:00:00,6580.0
7522,3 days 04:00:00,1678.0
7523,4 days 18:45:00,1100.0
7524,14 days 10:05:00,8954.0
7525,2 days 02:00:00,1550.0
7526,130 days 20:58:00,160801.0
7527,4 days 02:31:00,1540.0
7528,64 days 03:35:00,21546.0
7529,0 days 10:19:00,3435.0
7530,14 days 21:00:00,1051.0
7531,24 days 15:30:00,3200.0
7532,8 days 21:59:00,1670.0
7533,13 days 18:35:00,8309.0
7534,10 days 03:27:00,5557.0
7535,10 days 17:50:00,1100.0
7536,7 days 17:45:00,1171.2
7537,4 days 03:00:00,1016.0
7538,21 days 14:30:00,558198.3
7539,8 days 07:20:00,8304.0
7540,8 days 06:10:00,9384.0
7541,2 days 18:26:00,4099.0
7542,2 days 16:09:00,1000.0
7543,13 days 05:30:00,10056.0
7544,13 days 02:42:00,4960.0
7545,7 days 01:45:00,19448.8
7546,2 days 02:15:00,6070.0
7547,2 days 09:00:00,2347.0
7548,2 days 00:23:00,5721.0
7549,69 days 08:09:00,12246.0
7550,14 days 07:01:00,1680.0
7551,1 days 15:00:00,7665.0
7552,4 days 16:00:00,28800.0
7553,2 days 04:27:00,4723.0
7554,0 days 02:00:00,43639.0
7555,2 days 08:00:00,14453.0
7556,2 days 04:00:00,1328.5
7557,1 days 06:00:00,12998.0
7558,23 days 03:00:00,19778.5
7559,5 days 22:03:00,2744.0
7560,17 days 13:38:00,2455.0
7561,8 days 10:30:00,3067.0
7562,7 days 23:41:00,2458.0
7563,6 days 22:00:00,2197.0
7564,10 days 21:44:00,1708.0
7565,3 days 04:13:00,1826.0
7566,4 days 21:36:00,1239.0
7567,3 days 22:30:00,1759.0
7568,34 days 09:00:00,2170.0
7569,4 days 21:15:00,15898.0
7570,12 days 23:44:00,47387.0
7571,3 days 07:45:00,1535.0
7572,47 days 21:45:00,107847.0
7573,2 days 02:43:00,1161.0
7574,7 days 19:33:00,4358.0
7575,2 days 05:42:00,1630.0
7576,10 days 03:55:00,43660.0
7577,8 days 18:31:00,5766.0
7578,9 days 02:10:00,22045.0
7579,2 days 22:42:00,3098.0
7580,1 days 08:15:00,2074.0
7581,2 days 08:35:00,1390.0
7582,2 days 23:59:00,1677.0
7583,0 days 19:31:00,1569.0
7584,6 days 08:15:00,5507.0
7585,8 days 22:27:00,5032.0
7586,6 days 21:25:00,2028.0
7587,21 days 14:58:00,7221.0
7588,37 days 19:45:00,20049.0
7589,20 days 05:19:00,2138.0
7590,3 days 01:32:00,1003.0
7591,9 days 18:16:00,11299.0
7592,3 days 18:29:00,1362.4
7593,26 days 23:22:00,16853.0
7594,10 days 11:57:00,6837.0
7595,9 days 19:36:00,17049.0
7596,6 days 02:57:00,23324.0
7597,1 days 04:56:00,3000.0
7598,2 days 21:45:00,1661.0
7599,3 days 23:07:00,2442.0
7600,11 days 22:50:00,1315.0
7601,3 days 05:00:00,2031.0
7602,3 days 02:00:00,1250.0
7603,9 days 00:00:00,5779.0
7604,8 days 01:00:00,27677.0
7605,7 days 19:00:00,14140.0
7606,59 days 15:53:00,5882.0
7607,22 days 01:30:00,15556.0
7608,0 days 23:44:00,1044.0
7609,6 days 23:12:00,2810.0
7610,0 days 23:00:00,1000.0
7611,1 days 19:15:00,1122.0
7612,2 days 22:18:00,1506.0
7613,6 days 06:57:00,1733.0
7614,101 days 12:23:00,61416.0
7615,33 days 23:56:00,3829.0
7616,28 days 04:12:00,8796.0
7617,10 days 23:43:00,1001.5
7618,6 days 04:00:00,3926.0
7619,89 days 07:45:00,1498.0
7620,75 days 00:15:00,3540.0
7621,1 days 06:18:00,2240.0
7622,1 days 03:23:00,2939.0
7623,2 days 04:11:00,4680.0
7624,2 days 03:45:00,2087.0
7625,6 days 22:39:00,3348.0
7626,11 days 03:11:00,3176.0
7627,5 days 02:54:00,4100.0
7628,5 days 22:04:00,1450.0
7629,1 days 00:36:00,1800.0
7630,22 days 04:22:00,4325.0
7631,11 days 02:00:00,2185.0
7632,0 days 08:50:00,1369.0
7633,0 days 02:41:00,2500.0
7634,0 days 04:00:00,2500.0
7635,0 days 03:02:00,1200.0
7636,6 days 01:18:00,1542.0
7637,0 days 05:15:00,1005.0
7638,0 days 08:52:00,3363.0
7639,0 days 06:30:00,3000.0
7640,2 days 09:08:00,3600.0
7641,1 days 15:00:00,19000.0
7642,0 days 16:39:00,60000.0
7643,8 days 13:45:00,66745.0
7644,0 days 02:07:00,1200.0
7645,0 days 05:00:00,1200.0
7646,0 days 09:14:00,2000.0
7647,6 days 19:00:00,1000.0
7648,0 days 08:49:00,1000.0
7649,0 days 07:12:00,1000.0
7650,6 days 00:00:00,2653.0
7651,6 days 00:00:00,6380.0
7652,0 days 04:00:00,1000.0
7653,0 days 14:05:00,1640.0
7654,98 days 02:46:00,1803.0
7655,1 days 03:49:00,2088.0
7656,3 days 22:17:00,1075.0
7657,0 days 02:29:00,1100.0
7658,0 days 07:30:00,1000.0
7659,0 days 02:45:00,1000.0
7660,0 days 07:15:00,1000.0
7661,0 days 09:24:00,1674.0
7662,0 days 05:31:00,1185.0
7663,0 days 08:27:00,1520.0
7664,3 days 19:09:00,10658.0
7665,2 days 22:08:00,1350.0
7666,1 days 18:42:00,8100.0
7667,2 days 15:56:00,5100.0
7668,0 days 04:45:00,21069.0
7669,1 days 06:00:00,5000.0
7670,14 days 03:16:00,4000.0
7671,0 days 05:40:00,1032.0
7672,0 days 03:25:00,1014.0
7673,0 days 05:43:00,1414.0
7674,1 days 06:07:00,1000.0
7675,0 days 22:55:00,1100.0
7676,38 days 18:00:00,1000.0
7677,1 days 04:59:00,1167.0
7678,5 days 06:30:00,1000.0
7679,2 days 23:40:00,1151.0
7680,0 days 07:28:00,1200.0
7681,0 days 21:50:00,4160.0
7682,9 days 00:00:00,10576.0
7683,12 days 08:20:00,13541.0
7684,1 days 03:10:00,3056.0
7685,4 days 01:00:00,1150.0
7686,0 days 06:30:00,1171.0
7687,30 days 02:00:00,2200.0
7688,0 days 06:29:00,1600.0
7689,207 days 03:00:00,1361.0
7690,0 days 05:07:00,1022.0
7691,1 days 11:00:00,24000.0
7692,1 days 05:00:00,45000.0
7693,0 days 06:56:00,1200.0
7694,88 days 10:30:00,2000.0
7695,0 days 19:30:00,1920.0
7696,0 days 08:59:00,1200.0
7697,0 days 15:43:00,2250.0
7698,2 days 16:00:00,1600.0
7699,2 days 04:00:00,1900.0
7700,76 days 05:35:00,297845.0
7701,1 days 21:36:00,1000.0
7702,0 days 08:19:00,3800.0
7703,59 days 04:57:00,8000.0
7704,0 days 06:16:00,8000.0
7705,0 days 00:00:00,1307.0
7706,65 days 21:00:00,2621.0
7707,1 days 04:20:00,1106.0
7708,121 days 12:01:00,3990.0
7709,93 days 01:32:00,23406.0
7710,62 days 10:13:00,1683.0
7711,38 days 04:02:00,6000.0
7712,59 days 01:25:00,27440.0
7713,2 days 03:20:00,7294.0
7714,100 days 02:14:00,1110.0
7715,61 days 14:12:00,2420.0
7716,18 days 02:39:00,4176.0
7717,66 days 05:25:00,6768.0
7718,23 days 00:55:00,6767.0
7719,50 days 15:34:00,2600.0
7720,8 days 10:00:00,6965.0
7721,47 days 19:30:00,22992.0
7722,0 days 06:42:00,1157.0
7723,87 days 11:26:00,9493.0
7724,44 days 19:03:00,6282.0
7725,87 days 23:18:00,11149.0
7726,53 days 06:21:00,12531.0
7727,0 days 00:07:00,30274.0
7728,55 days 04:00:00,2231.0
7729,76 days 21:38:00,1417.0
7730,47 days 07:02:00,1351.0
7731,0 days 09:46:00,129730.0
7732,83 days 19:47:00,41763.0
7733,52 days 00:43:00,1096.0
7734,8 days 22:22:00,3964.0
7735,35 days 17:34:00,10219.0
7736,45 days 03:00:00,1750.0
7737,57 days 16:00:00,24515.0
7738,96 days 01:00:00,2023.0
7739,0 days 00:02:00,1984.0
7740,9 days 17:05:00,1476.0
7741,58 days 22:00:00,10850.0
7742,17 days 00:27:00,1463.0
7743,61 days 14:12:00,12365.0
7744,26 days 03:30:00,1782.0
7745,53 days 04:23:00,1230.0
7746,31 days 01:42:00,23938.0
7747,85 days 03:09:00,3500.0
7748,10 days 17:00:00,1509.0
7749,23 days 02:43:00,1918.0
7750,54 days 20:10:00,1341.0
7751,64 days 22:03:00,5315.0
7752,69 days 23:30:00,12379.0
7753,10 days 18:30:00,10775.0
7754,1 days 22:18:00,1500.0
7755,38 days 11:14:00,4902.0
7756,84 days 16:17:00,8246.0
7757,5 days 15:42:00,2777.17
7758,73 days 18:00:00,13263.0
7759,6 days 05:10:00,11429.0
7760,20 days 22:00:00,1702.0
7761,13 days 07:42:00,1070.0
7762,91 days 03:07:00,22445.0
7763,16 days 03:09:00,9062.0
7764,45 days 15:47:00,17349.0
7765,62 days 18:11:00,5500.0
7766,12 days 07:30:00,2579.0
7767,71 days 21:25:00,2352.0
7768,133 days 16:11:00,49628.0
7769,0 days 00:06:00,2797.0
7770,16 days 02:45:00,20395.0
7771,67 days 21:45:00,22825.0
7772,19 days 05:45:00,1611.0
7773,4 days 05:38:00,10679.7
7774,140 days 04:48:00,27883.0
7775,88 days 01:00:00,1065.0
7776,23 days 07:00:00,1152.0
7777,6 days 08:00:00,1335.0
7778,169 days 23:00:00,58570.0
7779,68 days 04:30:00,255858.0
7780,62 days 07:17:00,16195.0
7781,0 days 06:59:00,1381.5
7782,36 days 00:13:00,1161.0
7783,16 days 17:38:00,1595.0
7784,6 days 05:03:00,4346.0
7785,6 days 02:45:00,1636.0
7786,12 days 21:20:00,1650.0
7787,14 days 06:39:00,3870.0
7788,9 days 00:54:00,1383.25
7789,28 days 02:04:00,2050.0
7790,31 days 05:40:00,1537.0
7791,31 days 07:09:00,14230.0
7792,12 days 22:05:00,2256.0
7793,87 days 14:41:00,201808.2
7794,87 days 19:24:00,157747.3
7795,34 days 19:41:00,16746.8
7796,42 days 05:40:00,11699.5
7797,72 days 02:45:00,6106.7
7798,98 days 16:46:00,25973.8
7799,11 days 10:03:00,1806.0
7800,97 days 14:30:00,62318.4
7801,69 days 17:28:00,33279.0
7802,60 days 08:48:00,1868.5
7803,12 days 01:27:00,4265.9
7804,27 days 16:14:00,3857.0
7805,11 days 03:29:00,1542.1
7806,31 days 22:49:00,13179.8
7807,5 days 21:48:00,5121.8
7808,2 days 19:00:00,2468.0
7809,32 days 19:32:00,3824.2
7810,20 days 01:26:00,1200.0
7811,80 days 14:39:00,11311.3
7812,20 days 00:18:00,1500.0
7813,102 days 11:55:00,22835.7
7814,32 days 19:27:00,1823.0
7815,20 days 01:26:00,1500.0
7816,77 days 16:59:00,2602.3
7817,102 days 11:30:00,64078.4
7818,76 days 22:07:00,48187.6
7819,34 days 20:01:00,20362.7
7820,74 days 17:15:00,3530.2
7821,73 days 21:13:00,34175.6
7822,100 days 13:12:00,64416.1
7823,17 days 03:28:00,2290.4
7824,72 days 22:11:00,15528.3
7825,64 days 20:02:00,13473.8
7826,67 days 19:53:00,4441.6
7827,72 days 01:15:00,23355.5
7828,71 days 16:35:00,4334.5
7829,60 days 02:45:00,12934.4
7830,76 days 15:18:00,24923.5
7831,7 days 02:44:00,1064.5
7832,51 days 00:40:00,1533.3
7833,49 days 04:30:00,2243.5
7834,44 days 03:45:00,1267.8
7835,33 days 17:20:00,3630.3
7836,32 days 03:00:00,1634.0
7837,11 days 06:52:00,1211.1
7838,34 days 17:58:00,3990.2
7839,24 days 05:09:00,12852.9
7840,12 days 17:22:00,4733.0
7841,144 days 11:23:00,46637.5
7842,3 days 03:30:00,1200.0
7843,16 days 02:52:00,1128.0
7844,23 days 04:23:00,5413.0
7845,11 days 01:05:00,1170.0
7846,17 days 03:11:00,14255.0
7847,15 days 07:04:00,18076.0
7848,12 days 22:46:00,5803.0
7849,32 days 07:30:00,1625.0
7850,4 days 19:25:00,1433.0
7851,4 days 23:57:00,1271.0
7852,3 days 23:48:00,2781.0
7853,9 days 00:57:00,7056.0
7854,132 days 22:14:00,27531.0
7855,14 days 03:55:00,20292.0
7856,5 days 19:30:00,8056.0
7857,27 days 20:20:00,3218.0
7858,32 days 21:10:00,13572.0
7859,17 days 19:40:00,1065.0
7860,15 days 20:00:00,1986.0
7861,14 days 22:58:00,1010.0
7862,11 days 19:30:00,7500.0
7863,11 days 03:28:00,20300.0
7864,7 days 00:00:00,1244.0
7865,0 days 18:55:00,3309.0
7866,3 days 23:53:00,2948.0
7867,1 days 23:56:00,3028.0
7868,45 days 02:35:00,1100.0
7869,1 days 23:52:00,1064.0
7870,12 days 20:29:00,6828.0
7871,12 days 20:10:00,9322.0
7872,12 days 18:11:00,135231.0
7873,2 days 17:03:00,4913.0
7874,4 days 00:26:00,5681.0
7875,1 days 23:42:00,4936.0
7876,1 days 02:08:00,4378.0
7877,2 days 04:05:00,2301.0
7878,3 days 00:59:00,1174.0
7879,3 days 04:38:00,2121.0
7880,35 days 23:58:00,2225.0
7881,4 days 01:51:00,1142.0
7882,25 days 17:21:00,9674.0
7883,1 days 01:23:00,1835.0
7884,3 days 20:24:00,14404.0
7885,1 days 23:10:00,2402.0
7886,2 days 03:36:00,7300.0
7887,4 days 06:57:00,7143.0
7888,1 days 13:21:00,1410.0
7889,53 days 23:35:00,111497.0
7890,26 days 23:12:00,23389.0
7891,4 days 18:46:00,4245.0
7892,3 days 12:09:00,9499.0
7893,1 days 17:27:00,1061.0
7894,3 days 22:54:00,3462.0
7895,6 days 08:30:00,4900.0
7896,5 days 00:21:00,1664.0
7897,0 days 03:57:00,2756.0
7898,0 days 11:25:00,1537.9
7899,31 days 22:24:00,1570.0
7900,4 days 22:43:00,1093.0
7901,5 days 04:40:00,4028.0
7902,8 days 03:41:00,1990.0
7903,8 days 05:06:00,5369.0
7904,13 days 20:03:00,24140.0
7905,0 days 06:45:00,3880.0
7906,6 days 15:44:00,2901.0
7907,7 days 00:26:00,16184.2
7908,3 days 05:33:00,3030.0
7909,47 days 06:23:00,6713.0
7910,70 days 05:37:00,4901.0
7911,4 days 21:01:00,1100.0
7912,2 days 01:30:00,2765.0
7913,15 days 21:58:00,1051.0
7914,2 days 19:15:00,36372.0
7915,3 days 22:00:00,2108.0
7916,6 days 03:00:00,1606.0
7917,2 days 00:30:00,2100.0
7918,48 days 15:10:00,2769.0
7919,22 days 22:45:00,3314.0
7920,128 days 09:00:00,2298.0
7921,3 days 04:30:00,1000.0
7922,3 days 06:12:00,4084.0
7923,66 days 10:00:00,17524.0
7924,5 days 22:38:00,12935.0
7925,5 days 22:00:00,6614.0
7926,3 days 16:22:00,2200.0
7927,4 days 01:08:00,5067.0
7928,6 days 20:49:00,46444.6
7929,1 days 00:00:00,2816.0
7930,3 days 18:25:00,2574.0
