,native,lat,long
14970,BIA,47.303,-113.9343
14971,BIA,47.5285,-114.7454
14972,BIA,47.6127,-114.0976
14973,BIA,47.138,-113.7248
14974,BIA,47.4933,-114.0307
14975,BIA,47.5197,-114.0526
14976,BIA,47.5641,-114.5774
14977,BIA,47.7922,-114.1893
14978,BIA,47.4855,-114.044
14979,BIA,47.8794,-114.6796
14980,BIA,47.763,-114.2312
14981,BIA,47.2338,-114.389
14982,BIA,47.4785,-114.049
14983,BIA,47.3638,-114.4993
14984,BIA,45.6332,-118.6178
14985,BIA,45.6499,-118.5344
14986,BIA,45.5832,-118.7511
14987,BIA,45.6999,-118.3427
14988,BIA,45.6665,-118.7344
14989,BIA,45.5165,-118.5177
14990,BIA,45.6499,-118.6344
14991,BIA,45.5165,-118.7344
14992,BIA,45.6165,-118.6844
14993,BIA,45.6665,-118.6678
14994,BIA,45.6665,-118.8178
14995,BIA,45.5832,-118.4844
14996,BIA,45.6665,-118.8011
14997,BIA,45.6665,-118.5844
14998,BIA,45.6999,-118.3844
14999,BIA,45.6665,-118.7511
15000,BIA,45.6665,-118.7011
15001,BIA,45.6499,-118.6678
15002,BIA,45.6665,-118.4344
15003,BIA,45.6165,-118.6844
15004,BIA,45.6499,-118.7344
15005,BIA,45.6499,-118.7011
15006,BIA,45.7332,-118.7678
15007,BIA,45.6499,-118.6678
15008,BIA,45.7082,-118.3511
15009,BIA,45.6665,-118.6678
15010,BIA,45.6499,-118.6678
15011,BIA,45.6165,-118.7011
15012,BIA,45.6999,-118.7011
15013,BIA,45.7499,-118.5177
15014,BIA,45.5999,-118.6844
15015,BIA,45.6665,-118.6678
15016,BIA,45.6832,-118.6844
15017,BIA,45.6999,-118.3677
15018,BIA,45.6165,-118.7011
15019,BIA,45.6499,-118.6011
15020,BIA,45.6165,-118.6511
15021,BIA,45.6499,-118.6678
15022,BIA,45.6832,-118.6844
15023,BIA,45.4499,-118.7178
15024,BIA,45.6665,-118.6678
15025,BIA,45.5832,-118.5677
15026,BIA,45.5832,-118.6011
15027,BIA,45.6665,-118.4511
15028,BIA,45.6665,-118.7344
15029,BIA,45.6499,-118.7178
15030,BIA,45.6665,-118.6178
15031,BIA,45.6665,-118.6344
15032,BIA,45.5832,-118.5677
15033,BIA,45.6832,-118.4511
15034,BIA,45.6999,-118.7011
15035,BIA,45.5832,-118.6011
15036,BIA,45.6165,-118.7178
15037,BIA,45.6665,-118.6511
15038,BIA,45.6665,-118.6844
15039,BIA,45.6665,-118.6511
15040,BIA,45.6165,-118.7011
15041,BIA,45.6665,-118.5511
15042,BIA,45.6165,-118.6844
15043,BIA,45.6665,-118.6344
15044,BIA,45.5832,-118.5344
15045,BIA,45.6832,-118.7511
15046,BIA,45.6332,-118.7094
15047,BIA,45.5832,-118.6178
15048,BIA,45.6832,-118.6511
15049,BIA,45.6165,-118.7011
15050,BIA,45.5832,-118.6178
15051,BIA,45.5832,-118.5511
15052,BIA,45.479999,-118.684167
15053,BIA,45.5332,-118.7178
15054,BIA,45.6665,-118.6844
15055,BIA,45.6665,-118.6844
15056,BIA,45.5999,-118.5511
15057,BIA,45.680557,-118.391389
15058,BIA,45.6443,-118.5886
15059,BIA,45.6665,-118.6178
15060,BIA,45.6165,-118.6511
15061,BIA,45.5165,-118.6844
15062,BIA,45.5999,-118.6011
15063,BIA,45.6665,-118.6844
15064,BIA,45.6665,-118.6678
15065,BIA,45.6499,-118.6844
15066,BIA,45.538888,-118.550277
15067,BIA,45.5499,-118.4677
15068,BIA,45.5832,-118.6178
15069,BIA,45.6999,-118.5844
15070,BIA,45.6665,-118.6511
15071,BIA,45.7249,-118.6178
15072,BIA,45.6665,-118.6844
15073,BIA,45.6665,-118.6678
15074,BIA,45.6665,-118.7011
15075,BIA,45.6665,-118.7011
15076,BIA,45.6665,-118.6511
15077,BIA,45.6665,-118.6178
15078,BIA,45.6665,-118.7011
15079,BIA,45.5999,-118.6011
15080,BIA,45.6999,-118.4511
15081,BIA,45.5832,-118.5844
15082,BIA,45.5832,-118.5844
15083,BIA,45.5999,-118.4677
15084,BIA,45.561388,-118.786111
15085,BIA,45.6665,-118.7178
15086,BIA,45.5832,-118.5844
15087,BIA,45.6665,-118.6678
15088,BIA,45.6832,-118.6511
15089,BIA,45.5999,-118.5011
15090,BIA,45.5832,-118.6011
15091,BIA,45.6832,-118.4844
15092,BIA,45.5665,-118.5844
15093,BIA,45.651111,-118.664166
15094,BIA,45.5832,-118.5511
15095,BIA,45.6665,-118.6511
15096,BIA,45.6332,-118.6178
15097,BIA,45.6499,-118.6678
15098,BIA,45.6665,-118.6511
15099,BIA,45.6665,-118.6678
15100,BIA,45.6665,-118.6511
15101,BIA,45.6499,-118.7511
15102,BIA,45.6665,-118.6678
15103,BIA,45.6749,-118.5705
15104,BIA,45.5999,-118.6511
15105,BIA,45.5999,-118.5344
15106,BIA,45.6665,-118.6844
15107,BIA,45.6665,-118.6678
15108,BIA,45.6665,-118.6511
15109,BIA,45.6832,-118.4677
15110,BIA,45.667778,-118.737916
15111,BIA,45.6165,-118.7011
15112,BIA,45.6832,-118.5344
15113,BIA,45.588888,-118.547222
15114,BIA,45.6175,-118.743054
15115,BIA,45.5832,-118.5844
15116,BIA,45.5665,-118.7511
15117,BIA,45.5832,-118.6011
15118,BIA,45.6999,-118.6511
15119,BIA,45.3665,-118.5677
15120,BIA,45.6665,-118.7344
15121,BIA,45.7165,-118.3344
15122,BIA,45.6165,-118.6928
15123,BIA,45.6499,-118.5844
15124,BIA,45.6832,-118.5177
15125,BIA,45.636111,-118.467776
15126,BIA,45.5999,-118.4177
15127,BIA,45.4999,-118.7344
15128,BIA,45.6499,-118.6094
15129,BIA,45.5999,-118.6511
15130,BIA,45.5332,-118.6844
15131,BIA,45.3665,-118.5844
15132,BIA,45.6665,-118.6844
15133,BIA,45.6665,-118.6511
15134,BIA,45.6499,-118.6844
15135,BIA,45.5999,-118.6844
15136,BIA,45.6332,-118.6844
15137,BIA,45.6415,-118.7011
15138,BIA,45.5665,-118.6011
15139,BIA,44.9999,-118.0011
15140,BIA,45.6499,-118.6344
15141,BIA,45.6832,-118.4511
15142,BIA,45.6665,-118.6678
15143,BIA,45.685556,-118.533056
15144,BIA,45.5499,-118.6844
15145,BIA,45.5165,-118.7011
15146,BIA,45.6665,-118.6678
15147,BIA,45.5832,-118.4844
15148,BIA,45.6665,-118.7178
15149,BIA,45.6832,-118.7344
15150,BIA,45.6665,-118.6511
15151,BIA,45.6665,-118.6511
15152,BIA,45.5999,-118.6178
15153,BIA,45.5999,-118.6511
15154,BIA,45.5999,-118.6178
15155,BIA,45.6832,-118.6344
15156,BIA,45.7165,-118.4677
15157,BIA,45.6165,-118.6844
15158,BIA,45.5999,-118.7011
15159,BIA,45.6249,-118.6928
15160,BIA,45.7832,-118.5094
15161,BIA,45.6665,-118.6511
15162,BIA,45.6249,-118.6261
15163,BIA,45.5999,-118.6511
15164,BIA,45.5165,-118.7178
15165,BIA,45.6707,-118.6636
15166,BIA,45.6665,-118.6761
15167,BIA,45.6999,-118.3844
15168,BIA,45.686112,-118.503054
15169,BIA,45.6582,-118.6511
15170,BIA,45.5832,-118.6011
15171,BIA,45.677639,-118.756111
15172,BIA,45.604,-118.6969
15173,BIA,45.3915,-118.5427
15174,BIA,45.6665,-118.6719
15175,BIA,45.6749,-118.6469
15176,BIA,45.6582,-118.7303
15177,BIA,45.6749,-118.7344
15178,BIA,45.6832,-118.4886
15179,BIA,45.679,-118.5552
15180,BIA,45.6832,-118.5177
15181,BIA,45.5832,-118.5927
15182,BIA,45.6749,-118.5511
15183,BIA,45.5874,-118.4594
15184,BIA,45.668611,-118.653055
15185,BIA,45.6665,-118.6511
15186,BIA,45.504,-118.7094
15187,BIA,45.6332,-118.6303
15188,BIA,45.6151,-118.5469
15189,BIA,45.6276,-118.765
15190,BIA,45.7124,-118.3261
15191,BIA,45.6665,-118.6511
15192,BIA,45.5935,-118.5947
15193,BIA,45.6749,-118.6969
15194,BIA,45.6221,-118.5525
15195,BIA,45.5999,-118.5011
15196,BIA,45.5776,-118.7094
15197,BIA,45.6832,-118.7261
15198,BIA,45.6151,-118.6844
15199,BIA,44.9498,-121.6845
15200,BIA,44.9165,-121.6012
15201,BIA,45.0498,-121.6012
15202,BIA,44.7665,-121.4178
15203,BIA,44.7998,-121.4512
15204,BIA,44.9998,-121.4512
15205,BIA,44.7998,-121.5678
15206,BIA,44.7498,-121.2678
15207,BIA,44.9165,-121.0845
15208,BIA,44.8498,-121.2012
15209,BIA,44.7498,-121.2678
15210,BIA,44.6498,-121.3178
15211,BIA,44.6998,-121.4678
15212,BIA,44.8832,-121.5678
15213,BIA,44.6665,-121.3678
15214,BIA,44.6332,-121.3512
15215,BIA,44.6165,-121.3678
15216,BIA,44.5832,-121.6345
15217,BIA,44.7498,-121.2678
15218,BIA,44.8332,-121.4345
15219,BIA,45.0332,-121.5512
15220,BIA,44.9165,-121.3678
15221,BIA,44.6998,-121.2845
15222,BIA,44.9832,-121.5178
15223,BIA,44.7498,-121.2512
15224,BIA,44.7498,-121.2678
15225,BIA,44.8165,-121.5178
15226,BIA,44.7498,-121.2678
15227,BIA,44.8665,-121.4678
15228,BIA,44.7498,-121.2678
15229,BIA,44.7498,-121.2512
15230,BIA,45.0498,-121.6512
15231,BIA,44.7498,-121.2678
15232,BIA,44.8665,-121.2678
15233,BIA,44.7498,-121.2678
15234,BIA,45.0832,-121.6012
15235,BIA,44.7832,-121.2512
15236,BIA,44.8832,-121.4678
15237,BIA,44.7498,-121.2678
15238,BIA,45.0332,-121.3678
15239,BIA,44.6665,-121.5012
15240,BIA,44.9165,-121.4178
15241,BIA,44.9498,-121.3012
15242,BIA,44.9832,-121.3678
15243,BIA,44.9998,-121.3845
15244,BIA,45.0498,-121.3012
15245,BIA,45.0332,-121.4012
15246,BIA,44.9498,-121.3845
15247,BIA,45.0665,-121.3678
15248,BIA,44.7832,-121.3512
15249,BIA,44.6832,-121.4845
15250,BIA,44.7998,-121.1678
15251,BIA,44.8332,-121.2345
15252,BIA,44.7832,-121.2512
15253,BIA,44.8332,-121.1845
15254,BIA,44.7832,-121.2512
15255,BIA,44.7498,-121.2678
15256,BIA,44.7498,-121.2678
15257,BIA,44.8998,-121.3012
15258,BIA,44.8665,-121.2012
15259,BIA,44.7665,-121.4345
15260,BIA,44.8998,-121.1678
15261,BIA,44.8998,-121.1512
15262,BIA,44.8998,-121.1178
15263,BIA,44.8498,-121.2345
15264,BIA,44.5665,-121.6345
15265,BIA,44.8332,-121.3845
15266,BIA,44.6498,-121.4845
15267,BIA,44.6532,-121.7345
15268,BIA,44.8165,-121.5845
15269,BIA,44.9237,-121.7567
15270,BIA,44.7498,-121.2845
15271,BIA,44.8665,-121.1512
15272,BIA,44.8165,-121.3678
15273,BIA,44.8332,-121.1845
15274,BIA,44.7665,-121.2678
15275,BIA,44.8165,-121.2178
15276,BIA,44.9665,-121.4678
15277,BIA,44.9665,-121.4678
15278,BIA,44.9998,-121.4845
15279,BIA,44.7832,-121.2345
15280,BIA,44.7498,-121.2678
15281,BIA,44.6332,-121.6012
15282,BIA,44.6998,-121.2678
15283,BIA,44.7498,-121.2845
15284,BIA,44.8332,-121.6512
15285,BIA,44.9998,-121.6845
15286,BIA,44.8165,-121.4845
15287,BIA,44.7498,-121.2845
15288,BIA,44.7665,-121.2178
15289,BIA,44.7165,-121.4512
15290,BIA,44.7332,-121.4012
15291,BIA,44.7998,-121.2178
15292,BIA,44.8332,-121.7178
15293,BIA,44.9998,-121.4345
15294,BIA,44.8165,-121.2178
15295,BIA,44.8165,-121.2178
15296,BIA,44.7665,-121.2512
15297,BIA,44.8665,-121.4012
15298,BIA,44.8665,-121.4012
15299,BIA,44.8498,-121.3845
15300,BIA,44.8665,-121.1678
15301,BIA,44.7498,-121.2845
15302,BIA,44.7498,-121.2845
15303,BIA,44.7498,-121.2845
15304,BIA,44.7498,-121.2678
15305,BIA,44.7665,-121.2512
15306,BIA,44.7498,-121.2512
15307,BIA,44.9332,-121.6678
15308,BIA,44.7498,-121.2512
15309,BIA,44.8832,-121.2512
15310,BIA,44.7498,-121.2512
15311,BIA,44.7498,-121.2845
15312,BIA,44.9832,-121.3345
15313,BIA,45.0832,-121.5345
15314,BIA,44.8665,-121.1845
15315,BIA,44.9165,-121.7178
15316,BIA,44.7498,-121.2678
15317,BIA,44.7832,-121.1845
15318,BIA,44.5832,-121.6512
15319,BIA,44.6498,-121.6678
15320,BIA,44.9498,-121.3678
15321,BIA,45.0998,-121.5345
15322,BIA,44.7332,-121.2512
15323,BIA,44.7498,-121.2845
15324,BIA,44.7498,-121.2845
15325,BIA,44.7498,-121.2845
15326,BIA,44.7498,-121.2845
15327,BIA,44.7498,-121.2845
15328,BIA,44.7498,-121.2845
15329,BIA,44.7498,-121.2845
15330,BIA,44.7498,-121.2845
15331,BIA,44.7498,-121.2845
15332,BIA,44.7498,-121.2845
15333,BIA,44.7998,-121.2178
15334,BIA,44.7498,-121.2845
15335,BIA,44.6498,-121.6345
15336,BIA,44.7498,-121.2845
15337,BIA,44.7498,-121.2845
15338,BIA,44.8665,-121.0512
15339,BIA,45.1332,-121.7012
15340,BIA,44.7832,-121.1845
15341,BIA,44.8665,-121.6012
15342,BIA,44.6665,-121.2845
15343,BIA,45.0832,-121.5178
15344,BIA,44.7498,-121.3012
15345,BIA,44.7498,-121.2845
15346,BIA,44.7498,-121.2345
15347,BIA,44.7498,-121.2345
15348,BIA,44.6665,-121.4512
15349,BIA,44.7332,-121.2678
15350,BIA,44.7832,-121.3178
15351,BIA,44.7498,-121.2512
15352,BIA,44.7998,-121.3178
15353,BIA,45.1165,-121.5845
15354,BIA,44.7332,-121.2345
15355,BIA,44.7998,-121.2178
15356,BIA,44.7332,-121.2512
15357,BIA,44.7998,-121.2178
15358,BIA,44.7498,-121.2845
15359,BIA,44.7832,-121.2512
15360,BIA,44.7498,-121.2512
15361,BIA,44.7498,-121.2512
15362,BIA,44.7498,-121.2678
15363,BIA,44.7498,-121.2678
15364,BIA,44.7498,-121.2678
15365,BIA,44.9665,-121.4678
15366,BIA,44.8832,-121.5678
15367,BIA,44.7332,-121.3512
15368,BIA,44.7832,-121.2678
15369,BIA,44.8165,-121.3512
15370,BIA,44.7498,-121.2845
15371,BIA,45.0832,-121.4845
15372,BIA,44.7832,-121.2512
15373,BIA,44.7832,-121.2678
15374,BIA,44.7498,-121.2512
15375,BIA,44.7498,-121.2512
15376,BIA,44.7498,-121.2512
15377,BIA,44.7498,-121.2512
15378,BIA,44.9332,-121.3178
15379,BIA,44.7498,-121.2512
15380,BIA,44.7498,-121.2512
15381,BIA,44.7498,-121.2678
15382,BIA,44.7498,-121.2512
15383,BIA,44.7498,-121.2845
15384,BIA,44.7498,-121.2678
15385,BIA,44.8498,-121.4345
15386,BIA,44.8498,-121.4512
15387,BIA,44.8832,-121.4845
15388,BIA,44.7498,-121.2678
15389,BIA,44.8332,-121.4678
15390,BIA,44.8332,-121.4678
15391,BIA,44.7498,-121.2678
15392,BIA,44.7665,-121.3012
15393,BIA,44.7498,-121.2678
15394,BIA,44.8832,-121.3012
15395,BIA,44.8832,-121.3012
15396,BIA,44.7665,-121.2845
15397,BIA,44.7698,-121.2887
15398,BIA,44.7832,-121.3178
15399,BIA,44.8832,-121.4845
15400,BIA,44.7498,-121.2845
15401,BIA,43.9998,-121.0011
15402,BIA,45.0332,-121.5178
15403,BIA,44.8665,-121.2845
15404,BIA,44.7332,-121.2845
15405,BIA,44.8865,-121.4845
15406,BIA,44.9165,-121.4678
15407,BIA,45.1165,-121.7179
15408,BIA,44.7998,-121.2012
15409,BIA,45.1165,-121.6345
15410,BIA,44.8832,-121.4512
15411,BIA,44.9165,-121.4678
15412,BIA,44.9165,-121.4678
15413,BIA,45.0165,-121.3012
15414,BIA,44.8165,-121.3512
15415,BIA,45.0998,-121.6345
15416,BIA,44.8332,-121.1678
15417,BIA,44.7498,-121.2845
15418,BIA,44.7665,-121.2345
15419,BIA,44.7998,-121.2345
15420,BIA,44.7998,-121.2345
15421,BIA,44.8165,-121.2512
15422,BIA,44.9165,-121.5512
15423,BIA,45.0665,-121.5178
15424,BIA,44.8832,-121.4012
15425,BIA,45.0998,-121.7179
15426,BIA,44.7498,-121.2678
15427,BIA,44.9665,-121.7345
15428,BIA,45.0498,-121.2845
15429,BIA,44.7498,-121.2678
15430,BIA,44.7665,-121.4178
15431,BIA,44.8665,-121.4512
15432,BIA,44.8665,-121.4512
15433,BIA,44.7665,-121.2678
15434,BIA,44.7498,-121.2678
15435,BIA,44.7832,-121.2178
15436,BIA,44.7665,-121.2678
15437,BIA,44.7498,-121.2678
15438,BIA,44.6498,-121.2845
15439,BIA,44.7498,-121.2678
15440,BIA,44.7498,-121.2678
15441,BIA,44.7498,-121.2845
15442,BIA,44.7498,-121.2845
15443,BIA,44.7998,-121.2012
15444,BIA,44.7498,-121.2678
15445,BIA,44.8165,-121.4012
15446,BIA,44.7498,-121.1678
15447,BIA,44.9665,-121.3345
15448,BIA,44.7498,-121.3345
15449,BIA,44.7498,-121.4678
15450,BIA,44.7498,-121.2678
15451,BIA,44.7498,-121.2678
15452,BIA,44.8332,-121.1678
15453,BIA,44.7832,-121.2012
15454,BIA,44.7943,-121.2345
15455,BIA,45.0165,-121.4345
15456,BIA,44.7832,-121.2512
15457,BIA,44.8332,-121.4178
15458,BIA,44.7498,-121.2678
15459,BIA,44.7498,-121.2678
15460,BIA,44.0665,-121.5511
15461,BIA,44.7498,-121.2178
15462,BIA,44.7498,-121.2512
15463,BIA,44.7498,-121.2345
15464,BIA,44.7498,-121.2678
15465,BIA,44.7832,-121.5012
15466,BIA,44.7832,-121.2345
15467,BIA,44.7832,-121.3345
15468,BIA,44.7998,-121.2345
15469,BIA,44.8332,-121.0012
15470,BIA,44.8332,-121.4178
15471,BIA,44.7498,-121.2845
15472,BIA,45.0498,-121.6012
15473,BIA,44.9665,-121.3512
15474,BIA,44.8665,-121.1845
15475,BIA,44.8332,-121.1845
15476,BIA,44.7498,-121.2845
15477,BIA,44.9165,-121.2678
15478,BIA,44.7498,-121.2845
15479,BIA,44.761,-121.2512
15480,BIA,44.7832,-121.2512
15481,BIA,44.7498,-121.2678
15482,BIA,44.7498,-121.2678
15483,BIA,44.7498,-121.2678
15484,BIA,44.7498,-121.2512
15485,BIA,44.7498,-121.2803
15486,BIA,44.7498,-121.2678
15487,BIA,44.8332,-121.1845
15488,BIA,44.8332,-121.3845
15489,BIA,44.7498,-121.2678
15490,BIA,44.7498,-121.2709
15491,BIA,44.8498,-121.2345
15492,BIA,44.9498,-121.4178
15493,BIA,44.8332,-121.1678
15494,BIA,44.7832,-121.7345
15495,BIA,44.6998,-121.4345
15496,BIA,44.7498,-121.2845
15497,BIA,44.7332,-121.3178
15498,BIA,44.7665,-121.2678
15499,BIA,44.9998,-121.7345
15500,BIA,44.7498,-121.2845
15501,BIA,44.7637,-121.2678
15502,BIA,44.7498,-121.2512
15503,BIA,44.7832,-121.2512
15504,BIA,44.7832,-121.2512
15505,BIA,44.9832,-121.3512
15506,BIA,44.7498,-121.2845
15507,BIA,44.7498,-121.4012
15508,BIA,44.7832,-121.2512
15509,BIA,44.8498,-121.4012
15510,BIA,44.7832,-121.5345
15511,BIA,44.8332,-121.4178
15512,BIA,44.7498,-121.2678
15513,BIA,44.7998,-121.2178
15514,BIA,44.7665,-121.2178
15515,BIA,44.7498,-121.2512
15516,BIA,44.7498,-121.2845
15517,BIA,44.8832,-121.6845
15518,BIA,45.0165,-121.4178
15519,BIA,44.9498,-121.4512
15520,BIA,44.8332,-121.4845
15521,BIA,44.9665,-121.4178
15522,BIA,44.7832,-121.2178
15523,BIA,44.8332,-121.6012
15524,BIA,44.9665,-121.5845
15525,BIA,44.7498,-121.0012
15526,BIA,44.7332,-121.2678
15527,BIA,44.959,-121.3345
15528,BIA,44.8665,-121.4178
15529,BIA,44.8998,-121.4512
15530,BIA,44.7832,-121.6512
15531,BIA,44.8165,-121.3012
15532,BIA,44.7498,-121.2678
15533,BIA,44.7832,-121.6512
15534,BIA,44.7498,-121.2678
15535,BIA,44.7498,-121.2512
15536,BIA,44.7832,-121.2178
15537,BIA,44.7332,-121.7345
15538,BIA,44.7498,-121.2678
15539,BIA,44.7665,-121.2678
15540,BIA,44.7498,-121.2678
15541,BIA,44.7498,-121.2678
15542,BIA,44.7498,-121.2345
15543,BIA,44.7498,-121.2512
15544,BIA,44.7498,-121.2678
15545,BIA,44.7498,-121.0012
15546,BIA,44.7498,-121.2678
15547,BIA,44.6665,-121.3178
15548,BIA,44.7665,-121.2512
15549,BIA,44.7998,-121.2678
15550,BIA,44.6665,-121.2678
15551,BIA,44.8665,-121.1678
15552,BIA,44.8332,-121.1678
15553,BIA,44.7332,-121.4345
15554,BIA,44.7665,-121.2512
15555,BIA,44.8165,-121.2178
15556,BIA,44.7998,-121.7345
15557,BIA,44.7498,-121.2845
15558,BIA,44.9498,-121.4345
15559,BIA,44.7665,-121.2512
15560,BIA,44.7498,-121.2678
15561,BIA,44.7498,-121.2512
15562,BIA,44.7498,-121.2845
15563,BIA,44.8498,-121.7178
15564,BIA,44.6665,-121.7345
15565,BIA,44.6498,-121.7512
15566,BIA,44.7332,-121.7512
15567,BIA,44.6332,-121.7178
15568,BIA,44.8332,-121.7345
15569,BIA,45.0665,-121.3678
15570,BIA,44.5998,-121.3512
15571,BIA,44.8498,-121.5512
15572,BIA,44.6498,-121.4678
15573,BIA,44.8498,-121.1012
15574,BIA,44.7498,-121.2678
15575,BIA,44.7665,-121.2512
15576,BIA,44.8165,-121.7345
15577,BIA,44.9332,-121.7345
15578,BIA,44.7498,-121.2678
15579,BIA,44.7498,-121.2678
15580,BIA,44.7498,-121.0012
15581,BIA,44.7498,-121.2678
15582,BIA,44.7498,-121.2345
15583,BIA,44.7498,-121.2845
15584,BIA,44.7498,-121.2845
15585,BIA,44.9832,-121.5178
15586,BIA,44.7498,-121.2678
15587,BIA,44.9332,-121.4512
15588,BIA,44.6498,-121.6845
15589,BIA,44.7498,-121.2345
15590,BIA,45.0332,-121.3012
15591,BIA,44.7332,-121.2678
15592,BIA,44.7498,-121.0012
15593,BIA,44.7498,-121.2678
15594,BIA,44.6665,-121.2512
15595,BIA,44.8165,-121.4012
15596,BIA,44.7998,-121.2345
15597,BIA,44.9998,-121.2678
15598,BIA,44.7498,-121.2678
15599,BIA,45.0998,-121.4678
15600,BIA,44.7498,-121.7778
15601,BIA,44.7548,-121.2567
15602,BIA,44.6748,-121.6512
15603,BIA,44.7582,-121.2845
15604,BIA,44.6132,-121.6606
15605,BIA,44.7498,-121.2512
15606,BIA,44.7332,-121.2678
15607,BIA,44.7498,-121.2512
15608,BIA,44.7498,-121.2512
15609,BIA,44.7332,-121.2845
15610,BIA,44.7498,-121.2512
15611,BIA,44.9104,-121.459
15612,BIA,44.9873,-121.6228
15613,BIA,44.7498,-121.2678
15614,BIA,44.7665,-121.2845
15615,BIA,44.7715,-121.2887
15616,BIA,44.8165,-121.2512
15617,BIA,44.7832,-121.2678
15618,BIA,44.8554,-121.2112
15619,BIA,44.7498,-121.2845
15620,BIA,44.7498,-121.2845
15621,BIA,44.7998,-121.2512
15622,BIA,44.7457,-121.2512
15623,BIA,44.8082,-121.347
15624,BIA,45.0726,-121.4103
15625,BIA,44.7673,-121.5831
15626,BIA,44.6665,-121.7387
15627,BIA,44.5165,-121.7095
15628,BIA,44.8243,-121.3634
15629,BIA,44.8623,-121.7387
15630,BIA,44.7582,-121.2678
15631,BIA,44.9165,-121.5512
15632,BIA,44.9359,-121.3512
15633,BIA,44.8207,-121.2345
15634,BIA,44.8582,-121.2845
15635,BIA,44.9998,-121.4678
15636,BIA,44.9498,-121.3845
15637,BIA,44.8776,-121.2567
15638,BIA,44.9623,-121.5937
15639,BIA,44.9162,-121.4512
15640,BIA,44.9082,-121.3678
15641,BIA,45.0329,-121.5176
15642,BIA,45.039,-121.4023
15643,BIA,44.7454,-121.2728
15644,BIA,45.0196,-121.7323
15645,BIA,44.8471,-121.7223
15646,BIA,44.8332,-121.7178
15647,BIA,44.7332,-121.7595
15648,BIA,44.786,-121.2637
15649,BIA,45.0304,-121.5237
15650,BIA,44.7915,-121.2137
15651,BIA,45.0776,-121.3887
15652,BIA,44.7471,-121.6387
15653,BIA,44.7998,-121.6845
15654,BIA,44.7637,-121.2734
15655,BIA,44.9435,-121.2737
15656,BIA,44.754,-121.2881
15657,BIA,44.7707,-121.2887
15658,BIA,44.7498,-121.2767
15659,BIA,44.9062,-121.4087
15660,BIA,44.751,-121.2678
15661,BIA,44.8582,-121.1539
15662,BIA,44.7526,-121.2351
15663,BIA,44.7123,-121.5623
15664,BIA,44.8915,-121.1303
15665,BIA,44.8332,-121.182
15666,BIA,44.8748,-121.2512
15667,BIA,44.7748,-121.297
15668,BIA,44.8748,-121.4262
15669,BIA,44.7998,-121.3512
15670,BIA,44.8123,-121.3595
15671,BIA,44.761,-121.2734
15672,BIA,44.7612,-121.2737
15673,BIA,45.1137,-121.1951
15674,BIA,44.7998,-121.2178
15675,BIA,44.9623,-121.4206
15676,BIA,44.754,-121.2776
15677,BIA,44.6048,-121.3053
15678,BIA,44.919,-121.3031
15679,BIA,44.8368,-121.3845
15680,BIA,45.5012,-121.6401
15681,BIA,44.7873,-121.2623
15682,BIA,44.7582,-121.2873
15683,BIA,44.7582,-121.2831
15684,BIA,44.7498,-121.2637
15685,BIA,44.8582,-121.2012
15686,BIA,44.9887,-121.5192
15687,BIA,44.7623,-121.2845
15688,BIA,44.7651,-121.2276
15689,BIA,44.7596,-121.2803
15690,BIA,45.0282,-121.5417
15691,BIA,44.8971,-121.497
15692,BIA,44.7335,-121.4095
15693,BIA,44.7707,-121.2887
15694,BIA,44.7248,-121.2303
15695,BIA,44.7704,-121.2889
15696,BIA,44.7185,-121.4001
15697,BIA,44.7557,-121.2831
15698,BIA,44.734,-121.3951
15699,BIA,44.7582,-121.2803
15700,BIA,44.7626,-121.2678
15701,BIA,44.7498,-121.2789
15702,BIA,44.7537,-121.2903
15703,BIA,44.7718,-121.2909
15704,BIA,44.8962,-121.6928
15705,BIA,44.9998,-121.0012
15706,BIA,44.8193,-121.5015
15707,BIA,44.9748,-121.3512
15708,BIA,44.854,-121.1845
15709,BIA,44.7526,-121.2651
15710,BIA,44.7623,-121.2651
15711,BIA,44.7582,-121.2651
15712,BIA,44.7582,-121.2634
15713,BIA,44.7582,-121.2651
15714,BIA,44.8665,-121.4178
15715,BIA,44.6387,-121.272
15716,BIA,44.8582,-121.1803
15717,BIA,44.7418,-121.3634
15718,BIA,44.7526,-121.2734
15719,BIA,44.7668,-121.2512
15720,BIA,44.7498,-121.2514
15721,BIA,44.7576,-121.2803
15722,BIA,44.7579,-121.2776
15723,BIA,44.7326,-121.2512
15724,BIA,44.7498,-121.2678
15725,BIA,44.7573,-121.2512
15726,BIA,44.7498,-121.2901
15727,BIA,45.0023,-121.4923
15728,BIA,44.8343,-121.1776
15729,BIA,44.641,-121.2681
15730,BIA,44.7665,-121.2848
15731,BIA,44.4998,-121.2678
15732,BIA,44.9998,-121.4762
15733,BIA,44.7165,-121.7345
15734,BIA,44.8873,-121.697
15735,BIA,44.6665,-121.4762
15736,BIA,44.7665,-121.2848
15737,BIA,44.8748,-121.7137
15738,BIA,44.6535,-121.6901
15739,BIA,44.7473,-121.5598
15740,BIA,44.7671,-121.652
15741,BIA,44.6546,-121.7587
15742,BIA,44.6623,-121.6492
15743,BIA,44.8837,-121.252
15744,BIA,44.7418,-121.7178
15745,BIA,44.7998,-121.2887
15746,BIA,44.7707,-121.2887
15747,BIA,44.5832,-121.5848
15748,BIA,44.8665,-121.1012
